,period1,period2,entryfilter1,entryfilter2,closefilter1,closefilter2,mutation,profit,probability
74,1.0,8.0,0.09480734653903294,-0.03180768678115112,-0.09938964934283885,0.014119586846703516,0.11745550516692449,-0.981102842593944,
75,1.0,8.0,-0.022513476456793996,0.03482152686082607,-0.07881139912754752,0.014475732408732872,0.8043905417137234,-0.9613380051956398,
76,1.0,8.0,-0.004169232494631928,-0.02396303170521133,-0.09257858198329852,0.020737809118452716,0.23105429734720673,-0.9527867029489467,
77,1.0,8.0,-0.023437400872363567,0.025230288359025466,-0.09257858198329852,0.022149481185533795,0.06583573038100554,-0.9389526164091919,
78,1.0,8.0,-0.018853530753300846,0.0404368281573973,-0.08930925799228469,0.017690872812633526,0.019207132018856043,-0.9261866669208024,
79,1.0,8.0,0.016565902047038644,-0.05080594411648445,0.022849523574991287,0.023312046580495793,0.26124450200262084,-0.9153821524324939,
80,1.0,8.0,0.051626885131789896,0.006717678002197622,-0.0751326552557226,-0.08226632307520272,0.35080701692932825,-0.7670590312482739,
81,1.0,8.0,-0.027080552613579223,0.03482152686082607,-0.08305365872427267,-0.0568939579870444,0.2879565994645522,-0.6290200922617598,
82,1.0,8.0,-0.009766274783920004,-0.05080594411648445,-0.08857065515270571,0.023312046580495793,0.9592569233276826,-0.5565534820689408,
83,1.0,8.0,0.08677417044429955,-0.05080594411648445,0.029368283407548518,0.04562010674079142,0.47312917537727817,-0.4792882864207336,
84,1.0,8.0,0.016565902047038644,-0.05080594411648445,0.029368283407548518,0.0461828909617564,0.7904153569322462,-0.46469254460181386,
85,1.0,8.0,0.012804114048402468,-0.05080594411648445,0.029368283407548518,0.0461828909617564,0.5811449692896079,-0.44942740490782407,
86,1.0,8.0,0.024231945512431824,-0.056966959771289474,-0.09721398641357842,0.011350923274023872,0.29854979160765927,-0.3999619637222403,
87,1.0,8.0,0.04179077504912815,-0.05773349414943823,-0.0832155421700926,0.000879501274025446,0.4279108991460968,-0.36488388661620835,
88,1.0,8.0,-0.00988788420686057,-0.05080594411648445,-0.08305365872427267,0.014475732408732872,0.5501438507838352,-0.3616002987232639,
89,1.0,8.0,-0.028733070390779325,0.07636584471287064,-0.08305365872427267,0.014475732408732872,0.31360058535251123,-0.3138881999211741,
90,1.0,8.0,-0.033851498633629754,0.010353843625959883,-0.06439121378822199,0.02052969940298699,0.3971440646092489,-0.31375033223836024,
91,1.0,8.0,0.004680373566309376,-0.05080594411648445,0.029368283407548518,0.0461828909617564,0.5524408964729133,-0.2857867197014755,
92,1.0,8.0,0.003164074417631585,-0.05080594411648445,0.029368283407548518,0.0461828909617564,0.6685966683764799,-0.2857867197014755,
93,1.0,8.0,-0.05824792993739767,0.08229212287557278,-0.0834979865739574,-0.005626510969584664,0.8178347983695905,-0.27875711870884723,
94,1.0,8.0,-0.030010486310618978,0.0404368281573973,-0.0708726337605135,0.014119586846703516,0.6475701867209788,-0.26698846010918814,
95,1.0,8.0,0.08145431863671793,-0.0634026262785059,-0.0751326552557226,0.022027986719067888,0.19561876237918296,-0.2259937467148884,
96,1.0,8.0,-0.03002951360215693,0.03482152686082607,-0.09257858198329852,0.012722284019876878,0.2143315476960791,-0.2120673580958527,
97,1.0,8.0,-0.030611628506346647,0.07256865573963711,-0.09168334701693191,0.02069657697022502,0.34297727303356973,-0.15523000114834895,
98,1.0,8.0,-0.009766274783920004,-0.05080594411648445,-0.06956666339345602,0.0461828909617564,0.08871831954733078,-0.10486255670885421,
99,1.0,8.0,-0.06564890316984398,-0.011768753419885286,-0.0751326552557226,-0.08430415936448005,0.8727182979412635,-0.0866735846042659,
100,1.0,8.0,0.04205189828949854,-0.08725673079898183,-0.03847862839129155,0.010333820610733041,0.31420572614889497,-0.0650714430512323,
101,1.0,8.0,0.023524876204868803,-0.09311855381693433,-0.027591413993939343,0.014054193336389437,0.4705495306137599,-0.0586637552038251,0.1031031031031031
102,1.0,8.0,-0.03525769363863014,0.011938575981326152,-0.09869195052403588,0.022027986719067888,0.4313678112201106,-0.049072882895106223,
103,1.0,36.0,0.003164074417631585,-0.05080594411648445,-0.0832155421700926,0.015711274115734697,0.7304763151463007,-0.04469142981555257,
104,1.0,36.0,-0.06564890316984398,0.012593806338445576,-0.07768306179229992,0.04562010674079142,0.9918175230491078,-0.03982695462211066,
105,1.0,8.0,-0.035377081347592085,0.016852555204057415,-0.08842245955007628,0.014475732408732872,0.1837430504356211,-0.035910308819447345,
106,1.0,8.0,-0.04450198409748616,-0.06154987677990995,-0.08857065515270571,-0.046907948799748446,0.817869513531983,-0.0337371079662553,
107,1.0,8.0,-0.032516668413891184,0.03684014825913595,-0.0749383814437826,0.011350923274023872,0.7021169041767896,-0.031390419814955176,
108,1.0,8.0,-0.07757863159112509,-0.09562512798118437,0.06136589338033044,0.023432651109627556,0.1323676276699114,-0.021813073155743143,
109,1.0,36.0,-0.07607439779806591,-0.09366420078446756,-0.08857065515270571,0.02408815865748519,0.6299254078930059,0.0,
110,1.0,36.0,0.02340500231562541,-0.05080594411648445,-0.07620597699503912,0.011861521399043756,0.7528483910324335,0.009233205255309494,
111,1.0,8.0,-0.07455759360488382,-0.0688861173474123,0.07589099743572628,0.01765990874520848,0.3187490285566441,0.01248387589994898,
112,1.0,8.0,-0.07468719133054975,-0.047924336390349945,0.06207614070750381,0.020881774931340316,0.4724115821645831,0.01248387589994898,
113,1.0,8.0,0.0731379717387024,-0.09682307074907266,-0.08305365872427267,0.012388397611860391,0.3212136424406077,0.01665288088223287,
114,1.0,8.0,-0.0379482411804081,0.027259534444941114,-0.0869719424459178,0.020737809118452716,0.24056007270585889,0.023822514535554732,
115,1.0,8.0,-0.0971211380086936,0.024516878325037766,-0.08347658291516524,0.019871662194838186,0.05263374641707008,0.028133227748251274,0.11511511511511512
116,1.0,8.0,-0.09586002436645363,-0.06705522247968701,-0.027591413993939343,0.014054193336389437,0.1754481114479285,0.028133227748251274,
117,1.0,8.0,-0.0971211380086936,0.024516878325037766,-0.08347658291516524,0.06566396531673033,0.5944947774642145,0.028133227748251274,
118,1.0,8.0,-0.09828899273091551,-0.004449632260387151,-0.07964060368140434,-0.01873076837931667,0.03204673960678561,0.028133227748251274,0.11311311311311312
119,1.0,8.0,-0.09828899273091551,0.008596856928421895,-0.07804300492870891,0.015487108513704231,0.5687818959988269,0.028133227748251274,
120,1.0,8.0,-0.09678555387922146,0.08000648610977268,-0.08634759196045856,0.02044301326367723,0.5622735868493729,0.028133227748251274,
121,1.0,8.0,-0.06258065833625817,-0.018731148071859494,-0.027591413993939343,0.014054193336389437,0.9255007579890605,0.03342329004348401,
122,1.0,8.0,-0.05754864509253626,-0.027535816289670195,-0.03962111111501237,0.020737809118452716,0.43580069835549784,0.03342329004348401,
123,1.0,8.0,-0.07541629993425532,0.046692166466042934,0.042504826620224756,0.019299098193918465,0.07782404041155566,0.03846039099797925,
124,1.0,36.0,-0.07541629993425532,0.007216307568496533,0.04849108163762955,0.023621809096205926,0.046239638460655375,0.03846039099797925,
125,1.0,8.0,-0.07595415092340396,0.025630251505157714,0.04847795738791161,0.020737809118452716,0.3843690139280811,0.03846039099797925,
126,1.0,8.0,-0.07184737838132248,0.03482152686082607,-0.048734474799445794,0.014475732408732872,0.29965906438595025,0.04514282244090509,
127,1.0,8.0,-0.07455759360488382,0.03482152686082607,0.0014213708705363703,0.09178434218348616,0.814950036166178,0.06944800493987302,
128,1.0,8.0,-0.0757231028008077,-7.747003629317295e-05,-0.08119859181805261,0.09175997252273127,0.038847145479992684,0.06944800493987302,
129,1.0,8.0,-0.07455759360488382,0.018181842412114957,0.09052625614150919,0.023312046580495793,0.9256363073753227,0.07616013725099544,
130,1.0,8.0,-0.04197268771755807,0.04346051177641885,-0.06753983674765976,0.022027986719067888,0.20635847248634764,0.0875385649857827,
131,1.0,8.0,-0.07595728184331357,-0.029371820941915552,0.06958723919892287,0.014119586846703516,0.682244611931487,0.08852866252811853,
132,1.0,8.0,-0.0757231028008077,0.046692166466042934,0.06791713787105161,0.014231481301800561,0.06283328142252731,0.08852866252811853,
133,1.0,8.0,-0.07541629993425532,-7.747003629317295e-05,0.06252856499076528,0.011335738264326808,0.13595326489779225,0.08852866252811853,
134,1.0,8.0,-0.0757231028008077,0.012393545780581675,0.06781716371859,0.02044301326367723,0.8913669974025336,0.08852866252811853,
135,1.0,8.0,-0.07455759360488382,0.052106288735367406,0.08484155869646653,0.019827751767359333,0.7860693504339478,0.08852866252811853,0.13313313313313313
136,1.0,8.0,-0.07455759360488382,0.006237106530397413,0.08455169048219724,-0.011368359495456198,0.9538503796425656,0.08852866252811853,
137,1.0,8.0,-0.07455759360488382,0.013287406894583118,0.08484155869646653,0.023312046580495793,0.36473926062211326,0.08852866252811853,
138,1.0,8.0,-0.07698365469021179,-0.029371820941915552,0.06958723919892287,0.021778058697014394,0.30355830092937597,0.08852866252811853,0.14214214214214213
139,1.0,8.0,-0.07681655167928331,0.07256865573963711,0.060334640354232,0.014119586846703516,0.27801979930080933,0.08852866252811853,
140,1.0,8.0,-0.0757231028008077,-0.027535816289670195,0.08190641995645703,0.02052969940298699,0.8739355738048369,0.08852866252811853,
141,1.0,8.0,-0.07541629993425532,0.04565377478116739,0.06883803263454288,0.02044301326367723,0.5521116029364556,0.08852866252811853,
142,1.0,8.0,-0.07681655167928331,0.018181842412114957,0.06747811057385594,0.014475732408732872,0.7724701518297806,0.08852866252811853,0.13913913913913914
143,1.0,8.0,-0.07595728184331357,0.07287857697138386,0.06649417980785141,0.020881774931340316,0.5132428383528858,0.08852866252811853,
144,1.0,8.0,-0.07681655167928331,-0.01335474962385512,0.0716519461351198,0.012212747053790093,0.362598869366356,0.08852866252811853,
145,1.0,8.0,-0.07541629993425532,0.03482152686082607,0.06786375772800232,0.011350923274023872,0.062434192670376865,0.08852866252811853,
146,1.0,8.0,-0.07607439779806591,0.03129997499622236,0.06263633093011875,0.015711274115734697,0.8078766140798495,0.08852866252811853,
147,1.0,8.0,-0.07455759360488382,0.07496373045473292,0.07589099743572628,0.022027986719067888,0.011633504506718517,0.08852866252811853,0.13113113113113112
148,1.0,8.0,-0.07681655167928331,0.0351635589803872,0.08152711393056347,0.014119586846703516,0.44421606955085,0.08852866252811853,
149,1.0,8.0,-0.0757231028008077,-0.08402584948745412,-0.0708726337605135,0.0847024853178307,0.022205617516558473,0.0958051233722739,
150,1.0,8.0,-0.07595728184331357,0.016852555204057415,0.039624350926203145,0.010807575911142758,0.15609218792402235,0.09587952754695298,
151,1.0,8.0,-0.07544762799240515,0.02566736647006959,-0.09869195052403588,-0.09083545439808874,0.8220459845226427,0.11181732678880467,
152,1.0,8.0,-0.0757231028008077,0.05230861105002879,-0.08405138491202378,0.0038135620946731785,0.4466741314553013,0.11181732678880467,
153,1.0,8.0,-0.07805922379333818,0.09549737703829883,-0.09945827751684799,-0.06534676937279982,0.27563294569561136,0.11181732678880467,
154,1.0,8.0,-0.07468520952705147,0.04247194874597757,-0.07288846179488946,-0.007763484603360932,0.35048180644437266,0.11181732678880467,
155,1.0,8.0,-0.0757231028008077,0.005417108109634652,-0.09257858198329852,-0.09908317111810164,0.4002452538730592,0.11181732678880467,
156,1.0,8.0,-0.0757231028008077,0.0351635589803872,-0.09003861630586239,-0.03686092891075306,0.10541899064657811,0.11181732678880467,
157,1.0,8.0,-0.07455759360488382,0.05884749459209923,-0.08857065515270571,-0.02211912595774139,0.11963338197472517,0.11181732678880467,0.21421421421421422
158,1.0,8.0,-0.07681655167928331,0.08576230080661373,-0.08721845185716877,-0.055645365243051526,0.304009462213899,0.11181732678880467,
159,1.0,36.0,-0.0757231028008077,0.008154946549303377,-0.0749383814437826,0.014054193336389437,0.6477861719850383,0.11181732678880467,
160,1.0,8.0,-0.07681655167928331,-0.030317359680616593,-0.09869195052403588,-0.022623649162104215,0.42173623438271624,0.11181732678880467,0.17417417417417416
161,1.0,8.0,-0.07607439779806591,0.03482152686082607,-0.08305365872427267,-0.0366690842723133,0.011837424775560934,0.11181732678880467,
162,1.0,8.0,-0.07805922379333818,0.0609500831973315,-0.09612702999360334,-0.004163596182876178,0.5050109707213293,0.11181732678880467,
163,1.0,8.0,-0.07607439779806591,-0.00994184141096073,-0.009087168643151372,-0.029696938045680618,0.3248094629397469,0.11181732678880467,0.19019019019019018
164,1.0,8.0,-0.07541629993425532,0.09711728650946502,-0.0708726337605135,-0.03611970514679097,0.46568960327790276,0.11181732678880467,
165,1.0,8.0,-0.07541629993425532,0.06174316958780429,-0.08925873607248686,-0.03661156688610548,0.38659169066004573,0.11181732678880467,
166,1.0,8.0,-0.07607439779806591,0.023659912891960275,-0.07029514909540929,-0.09978530179180634,0.4384224540016437,0.11181732678880467,
167,1.0,8.0,-0.07607439779806591,0.019924126564104513,-0.0376177728610784,-0.0321180665261787,0.10409646793631788,0.11181732678880467,
168,1.0,36.0,-0.07455759360488382,0.0072824270346093095,-0.09201645092210238,0.014119586846703516,0.24868694811227765,0.11181732678880467,
169,1.0,8.0,-0.07681655167928331,0.018181842412114957,-0.08896468765691001,-0.04460725971505906,0.21816272278547677,0.11181732678880467,
170,1.0,8.0,-0.07595728184331357,0.062383537580034454,-0.09709571070014891,-0.01301760886078858,0.13458205572473414,0.11181732678880467,
171,1.0,8.0,-0.07468719133054975,0.046111468838882674,-0.08857065515270571,-0.09010987858523148,0.609299045845365,0.11181732678880467,
172,1.0,36.0,-0.07681655167928331,0.09753153007069507,-0.09555571527961351,0.015487108513704231,0.8345325362847528,0.11181732678880467,
173,1.0,8.0,-0.07595728184331357,0.02573866007094519,-0.09815589246131862,0.004167507109664667,0.4410394561766243,0.11181732678880467,
174,1.0,8.0,-0.07681655167928331,-0.01335474962385512,-0.05153001808666773,-0.08230623423106849,0.2682309152340455,0.11181732678880467,
175,1.0,8.0,-0.07681655167928331,0.011803516135581948,-0.08347658291516524,-0.06953055031215889,0.8851707149572977,0.11181732678880467,
176,1.0,8.0,-0.0757231028008077,-0.029763768221714476,-0.09442509140767669,-0.0944807908110231,0.7636929697160689,0.11181732678880467,
177,1.0,8.0,-0.07544762799240515,-7.747003629317295e-05,-0.05240960372835222,-0.06227554886138387,0.03148599903410598,0.11181732678880467,
178,1.0,8.0,-0.07455759360488382,0.05884749459209923,-0.08857065515270571,-0.02654372836883577,0.1233000056777176,0.11181732678880467,
179,1.0,8.0,-0.07607439779806591,0.06164520770576906,-0.08305365872427267,-0.0046626545061422,0.5065510940214435,0.11181732678880467,
180,1.0,8.0,-0.07455759360488382,0.06567695979625274,-0.07583012916290191,-0.03474741629970489,0.24525136747838183,0.11181732678880467,
181,1.0,8.0,-0.07595728184331357,0.015956736667832566,-0.05240960372835222,-0.024039873440916557,0.835902620841899,0.11181732678880467,
182,1.0,8.0,-0.07544762799240515,0.03521298199574047,-0.08842245955007628,-0.030449141341737776,0.4669390891663796,0.11181732678880467,
183,1.0,8.0,-0.07805922379333818,0.09481828854132338,-0.07172509958278728,0.006787174942640181,0.028763693983039462,0.11181732678880467,
184,1.0,8.0,-0.07681655167928331,0.04067846183619628,-0.08842245955007628,0.006561524535372801,0.2695577349044431,0.11181732678880467,
185,1.0,8.0,-0.0757231028008077,-0.029026830792946032,-0.02897327642991583,-0.03017099928563348,0.4770922364393885,0.11181732678880467,
186,1.0,8.0,-0.0757231028008077,0.07138601456871194,-0.025675177447493883,-0.05856164492981857,0.779403111662973,0.11181732678880467,
187,1.0,8.0,-0.07544762799240515,-0.028769223886822307,-0.07056946377599933,-0.008878376356963341,0.3840941316259334,0.11181732678880467,
188,1.0,8.0,-0.07455759360488382,0.025230288359025466,-0.09709571070014891,-0.09574160104257659,0.20831788002638418,0.11181732678880467,
189,1.0,8.0,-0.0757231028008077,0.023262813082336645,-0.09555571527961351,-0.050018990503919496,0.10581541372911596,0.11181732678880467,
190,1.0,8.0,-0.0761627427206144,0.07874258899083528,-0.07029514909540929,-0.09083545439808874,0.029595465537010424,0.11181732678880467,0.2072072072072072
191,1.0,8.0,-0.07455759360488382,0.07010567951308286,-0.09168334701693191,-0.003012197571265876,0.2634821286280301,0.11181732678880467,
192,1.0,8.0,-0.0757231028008077,-7.747003629317295e-05,-0.08933633168914311,-0.050447724864436605,0.8359054759414496,0.11181732678880467,0.2012012012012012
193,1.0,8.0,-0.07698365469021179,0.08576230080661373,-0.08721845185716877,-0.09533132134489149,0.30838303280759105,0.11181732678880467,0.17617617617617617
194,1.0,8.0,-0.07595728184331357,-0.0177015732730961,-0.0877524535873975,-0.0972718851176553,0.08136073694987478,0.11181732678880467,
195,1.0,8.0,-0.0757231028008077,-7.747003629317295e-05,-0.06841151170410856,-0.050447724864436605,0.6949075878336062,0.11181732678880467,
196,1.0,8.0,-0.07455759360488382,0.006237106530397413,-0.08857065515270571,-0.011368359495456198,0.00529121907787522,0.11181732678880467,0.17017017017017017
197,1.0,8.0,-0.0757231028008077,0.023262813082336645,-0.08411844178508084,-0.09897028302593008,0.061999152870362395,0.11181732678880467,
198,1.0,8.0,-0.07698365469021179,0.074405586990999,-0.09575615987390468,-0.06449492000001097,0.0951551357964473,0.11181732678880467,0.14714714714714713
199,1.0,8.0,-0.07595728184331357,-0.01887902007418585,-0.02554793841163193,-0.004163596182876178,0.32086812228303463,0.11181732678880467,0.19519519519519518
200,1.0,8.0,-0.07681655167928331,0.07256865573963711,-0.09168334701693191,0.0007752762605728047,0.924358978058542,0.11181732678880467,0.14914914914914915
201,1.0,8.0,-0.07607439779806591,0.043942843007154564,-0.08305365872427267,-0.01153436970938726,0.9637129804286767,0.11181732678880467,0.14614614614614616
