,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
1436,HK.800000,2019-05-15 16:00:00,28391.25,28268.71,28392.2,28268.71,0.0,0.0,0,21430080192.793,-0.4488282922761413,28396.16
1437,HK.800000,2019-05-16 10:30:00,28117.48,28277.13,28322.07,28050.78,0.0,0.0,0,31293531512.52,0.029785582716727762,28268.71
1438,HK.800000,2019-05-16 11:30:00,28276.13,28325.22,28379.37,28238.81,0.0,0.0,0,14649330635.913,0.17006676420131797,28277.13
1439,HK.800000,2019-05-16 12:00:00,28330.9,28336.91,28356.39,28321.95,0.0,0.0,0,3968616602.952,0.041270641498984614,28325.22
1440,HK.800000,2019-05-16 14:00:00,28336.91,28318.65,28336.91,28278.07,0.0,0.0,0,11602011608.988,-0.06443892435695493,28336.91
1441,HK.800000,2019-05-16 15:00:00,28315.03,28334.63,28355.71,28280.03,0.0,0.0,0,10561940325.47,0.05642924362566564,28318.65
1442,HK.800000,2019-05-16 16:00:00,28337.1,28275.07,28375.73,28275.07,0.0,0.0,0,22913649444.924,-0.2102021448665513,28334.63
1443,HK.800000,2019-05-17 10:30:00,28428.0,28211.35,28428.0,28179.32,0.0,0.0,0,28995759341.502,-0.22535753227136543,28275.07
1444,HK.800000,2019-05-17 11:30:00,28213.19,28006.82,28214.1,27971.06,0.0,0.0,0,18319818080.957,-0.724991891561371,28211.35
1445,HK.800000,2019-05-17 12:00:00,28011.05,28056.69,28076.86,27996.65,0.0,0.0,0,5494755176.316,0.17806377160991138,28006.82
1446,HK.800000,2019-05-17 14:00:00,28056.69,27943.6,28081.12,27922.3,0.0,0.0,0,13653489334.082,-0.4030767706383046,28056.69
1447,HK.800000,2019-05-17 15:00:00,27942.68,27981.02,27989.9,27909.73,0.0,0.0,0,13664497835.687,0.13391259537068198,27943.6
1448,HK.800000,2019-05-17 16:00:00,27980.56,27946.46,28002.56,27932.11,0.0,0.0,0,22305962272.049,-0.1235122951200539,27981.02
1449,HK.800000,2019-05-20 10:30:00,27959.23,27754.78,27999.6,27699.23,0.0,0.0,0,34945091258.717,-0.685882934725902,27946.46
1450,HK.800000,2019-05-20 11:30:00,27752.56,27816.79,27925.22,27746.16,0.0,0.0,0,18301186640.614,0.2234209746933755,27754.78
1451,HK.800000,2019-05-20 12:00:00,27816.02,27827.32,27832.64,27778.34,0.0,0.0,0,5084654799.955,0.03785483515531028,27816.79
1452,HK.800000,2019-05-20 14:00:00,27827.32,27738.88,27850.08,27723.99,0.0,0.0,0,14544131380.389,-0.3178171667267947,27827.32
1453,HK.800000,2019-05-20 15:00:00,27736.78,27786.87,27829.42,27735.46,0.0,0.0,0,12843724387.105,0.17300626413178166,27738.88
1454,HK.800000,2019-05-20 16:00:00,27789.02,27787.61,27815.6,27753.46,0.0,0.0,0,19860702752.569,0.0026631283048490196,27786.87
1455,HK.800000,2019-05-21 10:30:00,27671.4,27737.64,27823.6,27651.53,0.0,0.0,0,31635452961.721,-0.179828347957961,27787.61
1456,HK.800000,2019-05-21 11:30:00,27739.63,27863.26,27915.16,27734.42,0.0,0.0,0,17733290764.051,0.4528864027364945,27737.64
1457,HK.800000,2019-05-21 12:00:00,27864.51,27848.79,27898.11,27838.93,0.0,0.0,0,5056777590.508,-0.051932185968180056,27863.26
1458,HK.800000,2019-05-21 14:00:00,27848.79,27799.58,27858.33,27741.37,0.0,0.0,0,11137377188.597,-0.17670426614585097,27848.79
1459,HK.800000,2019-05-21 15:00:00,27797.0,27741.7,27802.15,27738.54,0.0,0.0,0,9242169557.258,-0.2082045843858109,27799.58
1460,HK.800000,2019-05-21 16:00:00,27737.01,27657.24,27754.2,27598.06,0.0,0.0,0,20201749663.654,-0.30445142150624915,27741.7
1461,HK.800000,2019-05-22 10:30:00,27753.54,27742.81,27828.81,27665.24,0.0,0.0,0,26889676093.268,0.30939457444054325,27657.24
1462,HK.800000,2019-05-22 11:30:00,27743.87,27700.49,27743.87,27671.16,0.0,0.0,0,12529152648.053,-0.1525440285248672,27742.81
1463,HK.800000,2019-05-22 12:00:00,27701.33,27739.95,27746.52,27691.2,0.0,0.0,0,3227833827.351,0.14245235373092363,27700.49
1464,HK.800000,2019-05-22 14:00:00,27739.95,27685.34,27761.01,27660.73,0.0,0.0,0,9575086610.453,-0.19686408951710646,27739.95
1465,HK.800000,2019-05-22 15:00:00,27686.13,27714.37,27721.13,27640.62,0.0,0.0,0,8419535864.697,0.10485693872641201,27685.34
1466,HK.800000,2019-05-22 16:00:00,27715.99,27705.94,27726.0,27667.65,0.0,0.0,0,15736083618.041,-0.030417433266569982,27714.37
1467,HK.800000,2019-05-23 10:30:00,27505.53,27367.37,27523.86,27292.11,0.0,0.0,0,30050180894.356,-1.2220123193798864,27705.94
