time,open,high,low,close,Plot,Plot
1392081600,21623.79,21803.91,21623.79,21791.44,-668.5587438920775,-672.4743676713824
1392085200,21791.13,21849.92,21759.32,21815.85,-660.3009600578771,-664.4298519749773
1392088800,21820.48,21940.06,21814.21,21925.04,-649.8447118976328,-655.072835977755
1392092400,21934.01,21991.9,21933.07,21973.23,-638.5814896430747,-644.2131007703538
1392096000,21975.4,22007.07,21954.72,21979.21,-627.4442417235368,-633.0128656833058
1392099600,21981.33,22025.58,21956.54,22004.12,-616.0311275794411,-621.737684651489
1392103200,22003.3,22003.53,21938.9,21962.98,-605.7561962626642,-610.8936619210526
1392168000,22057.7,22139.69,22010.56,22071.35,-593.4097679465849,-599.5829821046245
1392171600,22070.28,22176.99,22069.96,22157.96,-579.548184351268,-586.4789761489264
1392175200,22155.3,22205.2,22142.98,22202.01,-565.143973886301,-572.3460791187845
1392178800,22203.35,22228.37,22182.21,22193.82,-551.3318668657921,-558.2379203760465
1392182400,22191.62,22202.66,22161.37,22198.62,-537.81620151284,-544.5740341893161
1392186000,22195.99,22232.83,22167.35,22231.17,-524.0019155524751,-530.9090585326576
1392189600,22228.2,22308.25,22225.82,22285.79,-509.4404462573293,-516.7211809049022
1392254400,22297.7,22297.7,22129.86,22203.27,-497.07198849757333,-503.2562173774513
1392258000,22204.43,22271.53,22191.4,22264.92,-483.75420168053824,-490.4130950890558
1392261600,22267.4,22291.42,22218.05,22228.44,-471.61029598271125,-477.68224883162475
1392265200,22220.36,22220.66,22165.34,22187.1,-460.6960436635054,-466.1531698231083
1392268800,22187.31,22235.08,22150.07,22205.32,-449.70123095512827,-455.19863730931684
1392272400,22202.54,22210.64,22116.81,22116.81,-440.89189466187236,-445.2965628085003
1392276000,22113.13,22183.67,22098.2,22165.53,-431.27151240872627,-436.0817035352993
1392340800,22382.72,22412.74,22257.82,22285.7,-419.36765613263924,-425.31958427068275
1392344400,22287.06,22308.72,22245.41,22251.97,-408.54178031547417,-413.9547182240567
1392348000,22253.38,22283.08,22245.57,22253.77,-397.9987664413384,-403.2702733784063
1392351600,22254.69,22295.04,22250.93,22275.69,-387.304459900799,-392.6516131710687
1392355200,22275.31,22289.63,22243.77,22246.25,-377.55632489877826,-382.4303923997886
1392358800,22247.43,22323.26,22244.12,22311.24,-366.71837223295006,-372.13734856586416
1392362400,22306.44,22361.06,22286.11,22298.41,-356.48931402410744,-361.60384312852875
1392600000,22463.4,22585.68,22463.4,22536.02,-341.54718372571006,-349.01824887490875
1392603600,22535.65,22542.27,22465.21,22476.32,-328.3959870398721,-334.9715853827911
1392607200,22473.63,22504.52,22473.38,22497.78,-315.24461392634475,-321.82030048310844
1392610800,22501.38,22519.9,22479.68,22519.38,-302.09512376390194,-308.66986884512335
1392614400,22518.84,22546.58,22493.49,22546.58,-288.8339565103379,-295.4645401371199
1392618000,22541.15,22545.48,22504.44,22521.27,-276.58214337849495,-282.7080499444164
1392621600,22519.91,22542.07,22500.45,22535.94,-264.4539738887979,-270.51805863364643
1392686400,22535.2,22536.06,22439.33,22461.53,-254.33346913496644,-259.3937215118822
1392690000,22460.81,22489.85,22437.38,22485.71,-244.05001921526855,-249.1917441751175
1392693600,22483.55,22565.68,22476.08,22537.27,-233.03538685047533,-238.54270303287194
1392697200,22545.79,22587.89,22522.21,22527.87,-222.61581916402065,-227.825603007248
1392700800,22526.71,22551.89,22491.06,22507.48,-213.0016229028879,-217.80872103345428
1392704400,22507.3,22538.68,22500.36,22522.98,-203.40160431818003,-208.20161361053397
1392708000,22523.07,22592.36,22512.55,22587.72,-192.7769309649666,-198.08926764157331
1392772800,22600.6,22651.94,22555.49,22556.87,-183.19935934310342,-187.988145154035
1392776400,22556.25,22595.45,22534.19,22585.11,-173.37614920160195,-178.2877542723527
1392780000,22586.92,22597.92,22566.52,22587.48,-163.86924467280915,-168.62269693720555
1392783600,22587.96,22708.4,22587.96,22688.36,-152.5839711880144,-158.22660793041177
1392787200,22689.16,22691.93,22621.52,22645.91,-142.63565542959986,-147.60981330880713
1392790800,22645.72,22679.72,22635.68,22673.44,-132.48851382851353,-137.5620846290567
1392794400,22670.11,22689.39,22626.5,22664.52,-122.9264146754249,-127.70746425196921
1392859200,22595.91,22742.72,22297.85,22321.82,-120.98968572344165,-121.95805019943327
1392862800,22325.68,22444.82,22314.35,22418.61,-117.04413386190572,-119.01690979267369
1392866400,22418.24,22430.78,22391.37,22412.79,-113.35084166721936,-115.19748776456254
1392870000,22415.26,22439.08,22400.78,22414.42,-109.74247490402922,-111.54665828562429
1392873600,22413.11,22425.9,22380.07,22382.1,-106.93501698042746,-108.33874594222834
1392877200,22381.52,22422.24,22365.15,22412.56,-103.565910705016,-105.25046384272173
1392880800,22414.16,22417.87,22372.88,22394.08,-100.69669229239298,-102.13130149870449
1392945600,22617.63,22633.29,22506.82,22521.99,-95.20898094586664,-97.95283661912981
1392949200,22524.19,22565.96,22491.71,22518.61,-89.99813261099553,-92.60355677843108
1392952800,22517.08,22517.54,22471.8,22486.15,-85.6692457134377,-87.83368916221661
1392956400,22498.18,22530.48,22493.31,22525.44,-80.66697802707131,-83.1681118702545
1392960000,22523.93,22529.88,22442.39,22470.17,-77.02368096203281,-78.84532949455206
1392963600,22471.78,22528.49,22458.66,22494.3,-73.00088032476924,-75.01228064340103
1392967200,22494.84,22581.85,22489.57,22568.24,-67.56289196096259,-70.28188614286591
1393204800,22576.35,22576.35,22303.45,22340.91,-67.1486701865797,-67.35578107377114
1393208400,22340.23,22357.11,22289.12,22304.07,-67.5065848760787,-67.3276275313292
1393212000,22301.54,22321.19,22262.78,22278.95,-68.35451644262139,-67.93055065935005
1393215600,22280.9,22298.53,22260.13,22292.65,-68.8491728996014,-68.6018446711114
1393219200,22292.29,22330.8,22271.21,22304.35,-69.04823957629924,-68.94870623795032
1393222800,22302.67,22342.48,22298.36,22335.21,-68.55925042351373,-68.80374499990648
1393226400,22334.68,22400.2,22330.07,22388.56,-66.93682398392775,-67.74803720372074
1393291200,22498.42,22500.63,22429.06,22455.13,-63.95176637003169,-65.44429517697972
1393294800,22451.58,22490.88,22420.84,22486.87,-60.40218431390895,-62.17697534197032
1393298400,22485.17,22518.84,22472.99,22489.47,-56.93086171000323,-58.66652301195609
1393302000,22500.81,22508.95,22484.13,22496.89,-53.43368965853733,-55.18227568427028
1393305600,22496.97,22505.09,22407.86,22425.98,-51.5705224420999,-52.502106050318616
1393309200,22428.97,22428.97,22276.5,22286.02,-52.73114679678838,-52.15083461944414
1393312800,22285.93,22338.25,22259.76,22317.2,-53.16082442643892,-52.94598561161365
1393377600,22297.62,22418.05,22258.89,22383.52,-52.14805120186065,-52.65443781414979
1393381200,22380.8,22390.15,22343.46,22356.89,-51.72345649662384,-51.935753849242246
1393384800,22354.26,22381,22352.22,22358.89,-51.25552104871167,-51.489488772667755
1393388400,22365.52,22390.83,22354.06,22373.97,-50.46957226613813,-50.8625466574249
1393392000,22372.3,22384.89,22311.94,22379.78,-49.57605677068568,-50.022814518411906
1393395600,22379.3,22502.96,22369.89,22459.78,-47.010267155121255,-48.29316196290347
1393399200,22457.78,22495.53,22423.46,22437.44,-45.01222760949531,-46.011247382308284
1393464000,22465.96,22575.37,22432.48,22530.59,-41.1140494210631,-43.063138515279206
1393467600,22529.49,22596.01,22518.23,22566.34,-36.61541394377855,-38.864731682420825
1393471200,22559.67,22643.14,22557.72,22638.65,-30.770904270411847,-33.6931591070952
1393474800,22628.46,22634.49,22606.78,22628.93,-25.37768318378221,-28.07429372709703
1393478400,22644.71,22772.28,22633.48,22716.85,-18.351972334407037,-21.864827759094624
1393482000,22728.09,22754.67,22708.52,22749.87,-10.929962449867162,-14.6409673921371
1393485600,22760.52,22866.23,22749.7,22828.18,-2.1736434456979623,-6.551802947782562
1393550400,22942.96,22986.7,22862.69,22946.1,8.692999156817677,3.2596778555598576
1393554000,22947.97,22960.04,22806.48,22808.58,16.168048080435256,12.430523618626466
1393557600,22807.53,22807.73,22709.52,22760.81,22.29701572355043,19.232531901992843
1393561200,22768.93,22812.48,22717.7,22807.3,29.131283489230555,25.714149606390492
1393564800,22806.86,22888.71,22785.25,22880.59,37.204249611593696,33.167766550412125
1393568400,22879.61,22912.72,22845.38,22847.55,44.20845788540828,40.70635374850099
1393572000,22847.17,22879.97,22794.9,22836.96,50.66331826996975,47.435888077689015
1393809600,22630.77,22749.13,22553.36,22689.32,53.690721661514544,52.17701996574215
1393813200,22689.99,22730.41,22670.41,22674.56,56.25204201326051,54.971381837387526
1393816800,22676.93,22682.37,22654.08,22678.04,58.75276589431087,57.50240395378569
1393820400,22687.95,22731.81,22687.95,22707.57,61.74579958315735,60.24928273873411
1393824000,22708.1,22715.86,22618.79,22628.11,62.902206817314436,62.32400320023589
1393827600,22629.85,22633.69,22487.23,22528.84,61.883260546946985,62.39273368213071
1393831200,22527.52,22552.37,22490.91,22500.67,60.289541128917335,61.08640083793216
1393896000,22542.17,22633.4,22541.54,22564.33,60.08999443359062,60.18976778125398
1393899600,22562.42,22615.98,22534.1,22540.77,59.377820078669174,59.733907256129896
1393903200,22543.26,22599.03,22541.16,22591.97,59.75770760629166,59.56776384248042
1393906800,22591.04,22641.08,22587.36,22598.22,60.23032875303397,59.99401817966282
1393910400,22598.68,22783.98,22566.88,22718.37,63.20142756992573,61.71587816147985
1393914000,22718.25,22740.47,22641.62,22713.94,65.9238689941667,64.56264828204621
1393917600,22712.47,22718.76,22642.94,22657.63,67.30983658939658,66.61685279178164
1393982400,22839.43,22839.43,22680.52,22703.25,69.57438630668548,68.44211144804103
1393986000,22707.88,22726.25,22659.84,22699.97,71.64329367603568,70.60883999136058
1393989600,22701.9,22721.65,22694.69,22711.31,73.83372903057898,72.73851135330733
1393993200,22714.08,22731.42,22696.07,22703.61,75.73663902771659,74.78518402914779
1393996800,22702.5,22724.2,22589.16,22610.42,75.55507790639967,75.64585846705813
1394000400,22612.38,22612.43,22529.83,22602.44,75.18385808573294,75.3694679960663
1394004000,22601.77,22616.61,22571.65,22579.78,74.32085863533212,74.75235836053253
1394068800,22588.77,22728.86,22588.77,22647.19,74.89385254287481,74.60735558910346
1394072400,22647.43,22688.16,22588.76,22640.62,75.27404826175189,75.08395040231335
1394076000,22641.18,22712.79,22622.97,22688.3,76.61766500472731,75.9458566332396
1394079600,22695.49,22764.38,22690.62,22738.48,78.93466512596206,77.77616506534468
1394083200,22739.64,22741.31,22678.28,22691.22,80.11957291813815,79.5271190220501
1394086800,22690.85,22730.51,22679.87,22718.32,81.79516831118599,80.95737061466207
1394090400,22714.74,22730.63,22687.62,22702.97,83.04100715211462,82.4180877316503
1394155200,22728.53,22820.41,22665.05,22757.17,85.347145118747,84.1940761354308
1394158800,22757.58,22757.58,22629.53,22632.84,84.88850188817378,85.11782350346039
1394162400,22632.49,22664.16,22604.02,22661.25,85.0188177850323,84.95365983660304
1394166000,22661.31,22732.09,22661.31,22720.8,86.37099974980083,85.69490876741656
1394169600,22718.32,22763.98,22679.67,22683.54,86.84232848670581,86.60666411825332
1394173200,22684.58,22722.24,22675.34,22683.11,87.25069656878622,87.04651252774602
1394176800,22683.88,22710.33,22650.46,22660.49,87.12920296194352,87.18994976536487
1394414400,22339.42,22388.46,22295.69,22342.85,80.2589039066188,83.69405343428116
1394418000,22342.56,22362.75,22325.61,22325.61,73.2957495851806,76.7773267458997
1394421600,22322.35,22335.46,22277.6,22294.87,65.96083719074886,69.62829338796473
1394425200,22303.01,22307.75,22289.03,22299.57,59.02320712356595,62.49202215715741
1394428800,22301.09,22308.47,22241.9,22265.4,51.64556106920281,55.33438409638438
1394432400,22264.91,22284.82,22206.8,22254.79,44.348592696202104,47.99707688270246
1394436000,22253.06,22275.56,22223.55,22264.93,37.57058019601391,40.959586446108005
1394500800,22234.61,22307.98,22198.07,22273.28,31.253381597303814,34.41198089665886
1394504400,22268.52,22351.99,22260.52,22335.41,26.517043866511813,28.885212731907814
1394508000,22332.73,22337.77,22296.32,22305.2,21.339941730093415,23.928492798302614
1394511600,22312.55,22316.88,22292.92,22304.15,16.36045314877265,18.850197439433032
1394515200,22304.6,22314.15,22251.07,22263.29,10.729435965848097,13.544944557310373
1394518800,22260.5,22314.66,22257.87,22298.43,6.085808431671467,8.407622198759782
1394522400,22296.66,22299.55,22256.44,22269.61,1.0345343751032487,3.5601714033873577
1394587200,22019.03,22019.03,21878.12,21973.17,-10.067076082854328,-4.51627085387554
1394590800,21974.75,21992.18,21931.98,21938.32,-21.413395620500523,-15.740235851677426
1394594400,21942.66,21955.29,21890.65,21916.59,-32.711717330385,-27.06255647544276
1394598000,21924.19,21939.61,21889.17,21895.12,-43.95434598848806,-38.33303165943653
1394601600,21898.13,21928.96,21873.2,21918.78,-54.184543096456764,-49.06944454247241
1394605200,21918.15,21936.16,21892.81,21904.91,-64.23708587386136,-59.21081448515906
1394608800,21904.85,21939.4,21888.63,21901.95,-73.88512015844753,-69.06110301615445
1394673600,21920.94,21990.81,21868.9,21974.58,-81.54337248343654,-77.71424632094204
1394677200,21974.72,22041.33,21972.92,22035.5,-87.5443119925585,-84.54384223799752
1394680800,22033.04,22039.16,21988.95,21999.79,-94.00322030637108,-90.77376614946479
1394684400,22001.6,22002.56,21963.6,21971.25,-100.74575914608795,-97.37448972622951
1394688000,21969.1,21970.81,21758.2,21778.76,-111.22588319543866,-105.9858211707633
1394691600,21776.84,21831.32,21749.58,21776.37,-121.25269607021983,-116.23928963282924
1394695200,21772.92,21795.2,21743.34,21756.08,-131.22108173070228,-126.23688890046105
1394760000,21612.07,21630.7,21578.56,21607.9,-143.83583428957354,-137.5284580101379
1394763600,21607.72,21614.13,21485.8,21524.79,-157.59880081915253,-150.71731755436304
1394767200,21521.95,21549.76,21501.43,21541.04,-170.3518182694388,-163.97530954429567
1394770800,21540.24,21542.65,21466.11,21477.03,-183.83271588222124,-177.09226707583002
1394774400,21475.57,21507.76,21462.49,21489.71,-196.3816209711149,-190.10716842666807
1394778000,21489.26,21576.29,21478.64,21549.74,-207.0329106735262,-201.70726582232055
1394781600,21549.62,21591.02,21519.45,21539.49,-217.35313599496294,-212.19302333424457
1395019200,21494.37,21533.76,21450.3,21523.35,-227.47756674505945,-222.4153513700112
1395022800,21523,21535.7,21435.99,21450.73,-238.60602367953106,-233.04179521229526
1395026400,21452.88,21475.1,21423.03,21467.35,-248.8018260964236,-243.70392488797734
1395030000,21469.47,21469.47,21445.1,21458.31,-258.6450943900818,-253.7234602432527
1395033600,21458.51,21505.2,21451.38,21486.03,-267.36979517237705,-263.0074447812294
1395037200,21485.93,21511.34,21460.39,21494.63,-275.42641637574343,-271.39810577406024
1395040800,21496.86,21505.57,21464,21473.95,-283.460839269781,-279.4436278227622
1395105600,21549.22,21554.35,21469.21,21552.99,-289.3610049455492,-286.4109221076651
1395109200,21550.74,21570.59,21516.74,21567.24,-294.58953312970334,-291.9752690376263
1395112800,21566.1,21601.84,21562.65,21577.1,-299.2668929805004,-296.9282130551019
1395116400,21583.27,21606.98,21552.63,21591.88,-303.3114690128641,-301.28918099668226
1395120000,21592.19,21597.94,21528.27,21534.35,-308.279588697249,-305.79552885505655
1395123600,21533.8,21575.65,21527.68,21531.82,-312.96494726373567,-310.6222679804923
1395127200,21533.85,21586.1,21510.54,21583.5,-316.23118121653533,-314.5980642401355
1395192000,21585.12,21614.53,21485.51,21551.82,-319.9033468495654,-318.0672640330504
1395195600,21551.57,21613.06,21542.73,21559.75,-323.1240624339989,-321.51370464178217
1395199200,21560.05,21573.86,21527.34,21549.49,-326.2968608577612,-324.71046164588006
1395202800,21559.87,21599.8,21545.41,21564.96,-328.8782219659297,-327.58754141184545
1395206400,21564.61,21590.38,21517.66,21538.91,-331.77172549500756,-330.3249737304686
1395210000,21537.97,21589.29,21528.83,21569.93,-333.7549806889365,-332.763353091972
1395213600,21573.38,21588.79,21555.18,21568.69,-335.5499015498135,-334.652441119375
